setid,Temperature (K),Pressure (kPa),Wavelength (nm),Refractive index (Na D-line),reference,phases,Mole fraction,Compound (mole fraction),Weight fraction,Compound (weight fraction),IL_SMILES,IL_name,IL_ID,Solvent_SMILES,Solvent_name,Solvent_ID,IL_cation_SMILES,IL_anion_SMILES,IL_component_number,Mole fraction of solvent,IL_MW,Solvent_MW,Record_ID,Contains_Metal,Standardized_IL_SMILES,Changes
RuyVY,288.15,101.0,,1.4355,Vercher et al. (2018),Liquid,1.0,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,16,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,298.15,101.0,,1.375,Vercher et al. (2018),Liquid,0.0,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,17,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,298.15,101.0,,1.38,Vercher et al. (2018),Liquid,0.0261,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,18,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,298.15,101.0,,1.384,Vercher et al. (2018),Liquid,0.0502,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,19,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,298.15,101.0,,1.3912,Vercher et al. (2018),Liquid,0.1,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,20,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,298.15,101.0,,1.397,Vercher et al. (2018),Liquid,0.1499,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,21,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,298.15,101.0,,1.4019,Vercher et al. (2018),Liquid,0.2003,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,22,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,298.15,101.0,,1.4095,Vercher et al. (2018),Liquid,0.3001,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,23,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,298.15,101.0,,1.4153,Vercher et al. (2018),Liquid,0.3997,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,24,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,298.15,101.0,,1.4197,Vercher et al. (2018),Liquid,0.4991,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,25,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,298.15,101.0,,1.4234,Vercher et al. (2018),Liquid,0.6003,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,26,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,298.15,101.0,,1.4264,Vercher et al. (2018),Liquid,0.7012,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,27,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,298.15,101.0,,1.4288,Vercher et al. (2018),Liquid,0.7991,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,28,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,298.15,101.0,,1.4299,Vercher et al. (2018),Liquid,0.8475,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,29,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,298.15,101.0,,1.4309,Vercher et al. (2018),Liquid,0.8986,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,30,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,298.15,101.0,,1.4319,Vercher et al. (2018),Liquid,0.948,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,31,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,298.15,101.0,,1.4328,Vercher et al. (2018),Liquid,1.0,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,32,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,308.15,101.0,,1.3706,Vercher et al. (2018),Liquid,0.0,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,33,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,308.15,101.0,,1.3758,Vercher et al. (2018),Liquid,0.0261,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,34,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,308.15,101.0,,1.3801,Vercher et al. (2018),Liquid,0.0502,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,35,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,308.15,101.0,,1.3875,Vercher et al. (2018),Liquid,0.1,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,36,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,308.15,101.0,,1.3935,Vercher et al. (2018),Liquid,0.1499,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,37,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,308.15,101.0,,1.3986,Vercher et al. (2018),Liquid,0.2003,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,38,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,308.15,101.0,,1.4064,Vercher et al. (2018),Liquid,0.3001,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,39,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,308.15,101.0,,1.4122,Vercher et al. (2018),Liquid,0.3997,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,40,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,308.15,101.0,,1.4168,Vercher et al. (2018),Liquid,0.4991,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,41,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,308.15,101.0,,1.4205,Vercher et al. (2018),Liquid,0.6003,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,42,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,308.15,101.0,,1.4236,Vercher et al. (2018),Liquid,0.7012,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,43,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,308.15,101.0,,1.4261,Vercher et al. (2018),Liquid,0.7991,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,44,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,308.15,101.0,,1.4272,Vercher et al. (2018),Liquid,0.8475,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,45,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,308.15,101.0,,1.4282,Vercher et al. (2018),Liquid,0.8986,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,46,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,308.15,101.0,,1.4292,Vercher et al. (2018),Liquid,0.948,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,47,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,308.15,101.0,,1.4301,Vercher et al. (2018),Liquid,1.0,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,48,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,318.15,101.0,,1.366,Vercher et al. (2018),Liquid,0.0,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,49,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,318.15,101.0,,1.3717,Vercher et al. (2018),Liquid,0.0261,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,50,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,318.15,101.0,,1.3762,Vercher et al. (2018),Liquid,0.0502,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,51,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
RuyVY,318.15,101.0,,1.384,Vercher et al. (2018),Liquid,0.1,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,ABEBwg,CC(C)O,propan-2-ol,AALcwx,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,2,,,,52,False,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,No changes
