setid,Temperature (K),Pressure (kPa),Wavelength (nm),Refractive index (Na D-line),reference,phases,Mole fraction,Compound (mole fraction),Weight fraction,Compound (weight fraction),IL_SMILES,IL_name,IL_ID,Solvent_SMILES,Solvent_name,Solvent_ID,IL_cation_SMILES,IL_anion_SMILES,IL_component_number,Mole fraction of solvent,IL_MW,Solvent_MW,Record_ID,Contains_Metal,Standardized_IL_SMILES,Changes
fGVHS,298.15,101.0,,1.42055,Taib et al. (2012),Liquid,0.1045,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,16,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,298.15,101.0,,1.45095,Taib et al. (2012),Liquid,0.2014,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,17,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,298.15,101.0,,1.47115,Taib et al. (2012),Liquid,0.2925,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,18,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,298.15,101.0,,1.48876,Taib et al. (2012),Liquid,0.4024,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,19,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,298.15,101.0,,1.49785,Taib et al. (2012),Liquid,0.4781,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,20,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,298.15,101.0,,1.50797,Taib et al. (2012),Liquid,0.578,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,21,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,298.15,101.0,,1.5158,Taib et al. (2012),Liquid,0.6822,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,22,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,298.15,101.0,,1.52243,Taib et al. (2012),Liquid,0.7926,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,23,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,298.15,101.0,,1.52492,Taib et al. (2012),Liquid,0.8593,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,24,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,298.15,101.0,,1.52765,Taib et al. (2012),Liquid,0.9321,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,25,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,298.15,101.0,,1.52952,Taib et al. (2012),Liquid,1.0,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,26,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,303.15,101.0,,1.35709,Taib et al. (2012),Liquid,0.0,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,27,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,303.15,101.0,,1.3915,Taib et al. (2012),Liquid,0.0523,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,28,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,303.15,101.0,,1.41886,Taib et al. (2012),Liquid,0.1045,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,29,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,303.15,101.0,,1.44938,Taib et al. (2012),Liquid,0.2014,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,30,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,303.15,101.0,,1.46975,Taib et al. (2012),Liquid,0.2925,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,31,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,303.15,101.0,,1.48736,Taib et al. (2012),Liquid,0.4024,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,32,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,303.15,101.0,,1.49659,Taib et al. (2012),Liquid,0.4781,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,33,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,303.15,101.0,,1.50653,Taib et al. (2012),Liquid,0.578,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,34,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,303.15,101.0,,1.51439,Taib et al. (2012),Liquid,0.6822,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,35,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,303.15,101.0,,1.52104,Taib et al. (2012),Liquid,0.7926,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,36,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,303.15,101.0,,1.52354,Taib et al. (2012),Liquid,0.8593,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,37,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,303.15,101.0,,1.52641,Taib et al. (2012),Liquid,0.9321,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,38,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,303.15,101.0,,1.52835,Taib et al. (2012),Liquid,1.0,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,39,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,308.15,101.0,,1.35474,Taib et al. (2012),Liquid,0.0,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,40,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,308.15,101.0,,1.38921,Taib et al. (2012),Liquid,0.0523,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,41,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,308.15,101.0,,1.41713,Taib et al. (2012),Liquid,0.1045,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,42,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,308.15,101.0,,1.44773,Taib et al. (2012),Liquid,0.2014,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,43,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,308.15,101.0,,1.4683,Taib et al. (2012),Liquid,0.2925,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,44,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,308.15,101.0,,1.48601,Taib et al. (2012),Liquid,0.4024,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,45,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,308.15,101.0,,1.49512,Taib et al. (2012),Liquid,0.4781,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,46,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,308.15,101.0,,1.50495,Taib et al. (2012),Liquid,0.578,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,47,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,308.15,101.0,,1.51288,Taib et al. (2012),Liquid,0.6822,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,48,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,308.15,101.0,,1.51952,Taib et al. (2012),Liquid,0.7926,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,49,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,308.15,101.0,,1.52195,Taib et al. (2012),Liquid,0.8593,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,50,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,308.15,101.0,,1.52511,Taib et al. (2012),Liquid,0.9321,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,51,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,308.15,101.0,,1.52718,Taib et al. (2012),Liquid,1.0,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,52,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,313.15,101.0,,1.35244,Taib et al. (2012),Liquid,0.0,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,53,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,313.15,101.0,,1.38676,Taib et al. (2012),Liquid,0.0523,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,54,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,313.15,101.0,,1.41538,Taib et al. (2012),Liquid,0.1045,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,55,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,313.15,101.0,,1.44615,Taib et al. (2012),Liquid,0.2014,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,56,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,313.15,101.0,,1.46681,Taib et al. (2012),Liquid,0.2925,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,57,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
fGVHS,313.15,101.0,,1.48464,Taib et al. (2012),Liquid,0.4024,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,ABDCBp,CCO,ethanol,AAIsrh,CCCCCC[n+]1ccn(CCC#N)c1,[Br-],2,,,,58,False,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],No changes
