setid,Temperature (K),Pressure (kPa),Density (kg/m3),reference,phases,Mole fraction,Mole fraction of compound name,Weight fraction,Weight fraction of compound name,IL_SMILES,IL_name,IL_ID,Solvent_SMILES,Solvent_name,Solvent_ID,IL_cation_SMILES,IL_anion_SMILES,IL_component_number,Mole fraction of solvent,IL_MW,Solvent_MW,Record_ID,Contains_Metal,Standardized_IL_SMILES,Changes
MLKyC,333.15,101.0,1088.7,Mokhtarani et al. (2008),Liquid,0.919,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.081,,,11,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,338.15,101.0,1085.4,Mokhtarani et al. (2008),Liquid,0.919,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.081,,,12,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,343.15,101.0,1082.1,Mokhtarani et al. (2008),Liquid,0.919,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.081,,,13,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,283.15,101.0,1118.0,Mokhtarani et al. (2008),Liquid,0.839,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.161,,,14,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,288.15,101.0,1114.5,Mokhtarani et al. (2008),Liquid,0.839,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.161,,,15,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,293.15,101.0,1111.0,Mokhtarani et al. (2008),Liquid,0.839,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.161,,,16,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,298.15,101.0,1107.5,Mokhtarani et al. (2008),Liquid,0.839,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.161,,,17,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,303.15,101.0,1104.0,Mokhtarani et al. (2008),Liquid,0.839,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.161,,,18,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,308.15,101.0,1100.7,Mokhtarani et al. (2008),Liquid,0.839,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.161,,,19,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,313.15,101.0,1097.3,Mokhtarani et al. (2008),Liquid,0.839,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.161,,,20,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,318.15,101.0,1093.9,Mokhtarani et al. (2008),Liquid,0.839,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.161,,,21,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,323.15,101.0,1090.5,Mokhtarani et al. (2008),Liquid,0.839,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.161,,,22,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,328.15,101.0,1087.1,Mokhtarani et al. (2008),Liquid,0.839,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.161,,,23,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,333.15,101.0,1083.7,Mokhtarani et al. (2008),Liquid,0.839,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.161,,,24,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,338.15,101.0,1080.3,Mokhtarani et al. (2008),Liquid,0.839,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.161,,,25,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,343.15,101.0,1077.0,Mokhtarani et al. (2008),Liquid,0.839,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.161,,,26,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,283.15,101.0,1098.7,Mokhtarani et al. (2008),Liquid,0.685,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.315,,,27,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,288.15,101.0,1095.2,Mokhtarani et al. (2008),Liquid,0.685,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.315,,,28,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,293.15,101.0,1091.8,Mokhtarani et al. (2008),Liquid,0.685,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.315,,,29,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,298.15,101.0,1088.3,Mokhtarani et al. (2008),Liquid,0.685,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.315,,,30,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,303.15,101.0,1084.8,Mokhtarani et al. (2008),Liquid,0.685,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.315,,,31,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,308.15,101.0,1081.3,Mokhtarani et al. (2008),Liquid,0.685,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.315,,,32,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,313.15,101.0,1077.8,Mokhtarani et al. (2008),Liquid,0.685,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.315,,,33,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,318.15,101.0,1074.3,Mokhtarani et al. (2008),Liquid,0.685,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.315,,,34,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,323.15,101.0,1070.9,Mokhtarani et al. (2008),Liquid,0.685,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.315,,,35,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,328.15,101.0,1067.4,Mokhtarani et al. (2008),Liquid,0.685,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.315,,,36,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,333.15,101.0,1064.0,Mokhtarani et al. (2008),Liquid,0.685,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.315,,,37,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,338.15,101.0,1060.5,Mokhtarani et al. (2008),Liquid,0.685,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.315,,,38,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,343.15,101.0,1057.1,Mokhtarani et al. (2008),Liquid,0.685,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.315,,,39,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,283.15,101.0,1064.7,Mokhtarani et al. (2008),Liquid,0.489,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.511,,,40,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,288.15,101.0,1061.3,Mokhtarani et al. (2008),Liquid,0.489,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.511,,,41,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,293.15,101.0,1057.8,Mokhtarani et al. (2008),Liquid,0.489,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.511,,,42,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,298.15,101.0,1054.2,Mokhtarani et al. (2008),Liquid,0.489,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.511,,,43,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,303.15,101.0,1050.6,Mokhtarani et al. (2008),Liquid,0.489,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.511,,,44,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,308.15,101.0,1046.9,Mokhtarani et al. (2008),Liquid,0.489,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.511,,,45,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,313.15,101.0,1043.2,Mokhtarani et al. (2008),Liquid,0.489,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.511,,,46,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,318.15,101.0,1039.3,Mokhtarani et al. (2008),Liquid,0.489,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.511,,,47,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,323.15,101.0,1034.9,Mokhtarani et al. (2008),Liquid,0.489,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.511,,,48,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,328.15,101.0,1030.3,Mokhtarani et al. (2008),Liquid,0.489,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.511,,,49,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,333.15,101.0,1028.7,Mokhtarani et al. (2008),Liquid,0.489,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.511,,,50,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,338.15,101.0,1025.2,Mokhtarani et al. (2008),Liquid,0.489,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.511,,,51,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,343.15,101.0,1021.3,Mokhtarani et al. (2008),Liquid,0.489,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.511,,,52,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,283.15,101.0,1039.7,Mokhtarani et al. (2008),Liquid,0.388,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.612,,,53,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,288.15,101.0,1036.0,Mokhtarani et al. (2008),Liquid,0.388,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.612,,,54,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,293.15,101.0,1032.2,Mokhtarani et al. (2008),Liquid,0.388,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.612,,,55,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,298.15,101.0,1028.4,Mokhtarani et al. (2008),Liquid,0.388,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.612,,,56,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,303.15,101.0,1024.7,Mokhtarani et al. (2008),Liquid,0.388,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.612,,,57,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,308.15,101.0,1020.9,Mokhtarani et al. (2008),Liquid,0.388,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.612,,,58,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,313.15,101.0,1017.2,Mokhtarani et al. (2008),Liquid,0.388,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.612,,,59,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,318.15,101.0,1013.4,Mokhtarani et al. (2008),Liquid,0.388,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.612,,,60,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,323.15,101.0,1009.7,Mokhtarani et al. (2008),Liquid,0.388,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.612,,,61,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,328.15,101.0,1005.9,Mokhtarani et al. (2008),Liquid,0.388,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.612,,,62,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,333.15,101.0,1002.2,Mokhtarani et al. (2008),Liquid,0.388,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.612,,,63,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
MLKyC,338.15,101.0,998.5,Mokhtarani et al. (2008),Liquid,0.388,ethanol,,,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,ABCNhW,CCO,ethanol,AAIsrh,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2,0.612,,,64,False,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,No changes
