setid,Temperature (K),Pressure (kPa),Wavelength (nm),Refractive index (Na D-line),reference,phases,Mole fraction,Compound (mole fraction),Weight fraction,Compound (weight fraction),IL_SMILES,IL_name,IL_ID,Solvent_SMILES,Solvent_name,Solvent_ID,IL_cation_SMILES,IL_anion_SMILES,IL_component_number,Mole fraction of solvent,IL_MW,Solvent_MW,Record_ID,Contains_Metal,Standardized_IL_SMILES,Changes
tJbEr,298.15,101.0,,1.36828,Chaudhary et al. (2014b),Liquid,0.0258,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,15,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,298.15,101.0,,1.38998,Chaudhary et al. (2014b),Liquid,0.0511,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,16,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,298.15,101.0,,1.4101,Chaudhary et al. (2014b),Liquid,0.074,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,17,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,298.15,101.0,,1.41868,Chaudhary et al. (2014b),Liquid,0.1027,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,18,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,298.15,101.0,,1.43773,Chaudhary et al. (2014b),Liquid,0.1965,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,19,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,298.15,101.0,,1.45066,Chaudhary et al. (2014b),Liquid,0.2957,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,20,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,298.15,101.0,,1.4594,Chaudhary et al. (2014b),Liquid,0.416,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,21,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,298.15,101.0,,1.46786,Chaudhary et al. (2014b),Liquid,0.5184,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,22,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,298.15,101.0,,1.46843,Chaudhary et al. (2014b),Liquid,0.5347,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,23,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,298.15,101.0,,1.46887,Chaudhary et al. (2014b),Liquid,0.6044,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,24,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,298.15,101.0,,1.4723,Chaudhary et al. (2014b),Liquid,0.6931,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,25,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,298.15,101.0,,1.47121,Chaudhary et al. (2014b),Liquid,0.7801,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,26,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,298.15,101.0,,1.47368,Chaudhary et al. (2014b),Liquid,0.8279,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,27,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,298.15,101.0,,1.47898,Chaudhary et al. (2014b),Liquid,0.8996,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,28,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,303.15,101.0,,1.36748,Chaudhary et al. (2014b),Liquid,0.0258,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,29,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,303.15,101.0,,1.38899,Chaudhary et al. (2014b),Liquid,0.0511,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,30,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,303.15,101.0,,1.40897,Chaudhary et al. (2014b),Liquid,0.074,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,31,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,303.15,101.0,,1.41749,Chaudhary et al. (2014b),Liquid,0.1027,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,32,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,303.15,101.0,,1.43645,Chaudhary et al. (2014b),Liquid,0.1965,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,33,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,303.15,101.0,,1.44934,Chaudhary et al. (2014b),Liquid,0.2957,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,34,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,303.15,101.0,,1.45817,Chaudhary et al. (2014b),Liquid,0.416,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,35,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,303.15,101.0,,1.46656,Chaudhary et al. (2014b),Liquid,0.5184,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,36,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,303.15,101.0,,1.46709,Chaudhary et al. (2014b),Liquid,0.5347,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,37,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,303.15,101.0,,1.46754,Chaudhary et al. (2014b),Liquid,0.6044,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,38,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,303.15,101.0,,1.47098,Chaudhary et al. (2014b),Liquid,0.6931,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,39,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,303.15,101.0,,1.47001,Chaudhary et al. (2014b),Liquid,0.7801,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,40,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,303.15,101.0,,1.47226,Chaudhary et al. (2014b),Liquid,0.8279,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,41,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,303.15,101.0,,1.47758,Chaudhary et al. (2014b),Liquid,0.8996,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,42,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,308.15,101.0,,1.36732,Chaudhary et al. (2014b),Liquid,0.0258,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,43,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,308.15,101.0,,1.38799,Chaudhary et al. (2014b),Liquid,0.0511,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,44,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,308.15,101.0,,1.4078,Chaudhary et al. (2014b),Liquid,0.074,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,45,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,308.15,101.0,,1.4163,Chaudhary et al. (2014b),Liquid,0.1027,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,46,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,308.15,101.0,,1.43516,Chaudhary et al. (2014b),Liquid,0.1965,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,47,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,308.15,101.0,,1.448,Chaudhary et al. (2014b),Liquid,0.2957,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,48,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,308.15,101.0,,1.45679,Chaudhary et al. (2014b),Liquid,0.416,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,49,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,308.15,101.0,,1.46532,Chaudhary et al. (2014b),Liquid,0.5184,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,50,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,308.15,101.0,,1.46577,Chaudhary et al. (2014b),Liquid,0.5347,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,51,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,308.15,101.0,,1.4662,Chaudhary et al. (2014b),Liquid,0.6044,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,52,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,308.15,101.0,,1.46966,Chaudhary et al. (2014b),Liquid,0.6931,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,53,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
tJbEr,308.15,101.0,,1.46842,Chaudhary et al. (2014b),Liquid,0.7801,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,C[N+](C)(C)CCO.C[C@H](O)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",AAlIwx,O,water,AADYJk,C[N+](C)(C)CCO,C[C@H](O)C(=O)[O-],2,,,,54,False,C[N+](C)(C)CCO.CC(O)C(=O)[O-],Stereo removed
