setid,Temperature (K),Pressure (kPa),Density (kg/m3),reference,phases,Mole fraction,Mole fraction of compound name,Weight fraction,Weight fraction of compound name,IL_SMILES,IL_name,IL_ID,Solvent_SMILES,Solvent_name,Solvent_ID,IL_cation_SMILES,IL_anion_SMILES,IL_component_number,Mole fraction of solvent,IL_MW,Solvent_MW,Record_ID,Contains_Metal,Standardized_IL_SMILES,Changes
WYElD,288.15,101.0,975.3,Yang et al. (2019b),Liquid,0.2,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,14,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,288.15,101.0,1025.7,Yang et al. (2019b),Liquid,0.2999,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,15,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,288.15,101.0,1062.7,Yang et al. (2019b),Liquid,0.4,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,16,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,288.15,101.0,1091.1,Yang et al. (2019b),Liquid,0.5001,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,17,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,288.15,101.0,1112.0,Yang et al. (2019b),Liquid,0.5998,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,18,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,288.15,101.0,1127.7,Yang et al. (2019b),Liquid,0.7002,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,19,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,288.15,101.0,1140.2,Yang et al. (2019b),Liquid,0.8001,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,20,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,288.15,101.0,1150.8,Yang et al. (2019b),Liquid,0.8985,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,21,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,288.15,101.0,1159.8,Yang et al. (2019b),Liquid,1.0,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,22,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,293.15,101.0,785.4,Yang et al. (2019b),Liquid,0.0,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,23,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,293.15,101.0,898.3,Yang et al. (2019b),Liquid,0.1001,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,24,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,293.15,101.0,972.1,Yang et al. (2019b),Liquid,0.2,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,25,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,293.15,101.0,1022.6,Yang et al. (2019b),Liquid,0.2999,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,26,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,293.15,101.0,1059.8,Yang et al. (2019b),Liquid,0.4,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,27,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,293.15,101.0,1088.0,Yang et al. (2019b),Liquid,0.5001,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,28,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,293.15,101.0,1108.9,Yang et al. (2019b),Liquid,0.5998,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,29,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,293.15,101.0,1124.7,Yang et al. (2019b),Liquid,0.7002,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,30,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,293.15,101.0,1137.3,Yang et al. (2019b),Liquid,0.8001,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,31,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,293.15,101.0,1147.9,Yang et al. (2019b),Liquid,0.8985,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,32,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,293.15,101.0,1156.7,Yang et al. (2019b),Liquid,1.0,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,33,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,298.15,101.0,781.2,Yang et al. (2019b),Liquid,0.0,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,34,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,298.15,101.0,894.7,Yang et al. (2019b),Liquid,0.1001,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,35,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,298.15,101.0,968.6,Yang et al. (2019b),Liquid,0.2,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,36,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,298.15,101.0,1019.5,Yang et al. (2019b),Liquid,0.2999,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,37,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,298.15,101.0,1056.4,Yang et al. (2019b),Liquid,0.4,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,38,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,298.15,101.0,1084.7,Yang et al. (2019b),Liquid,0.5001,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,39,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,298.15,101.0,1105.6,Yang et al. (2019b),Liquid,0.5998,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,40,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,298.15,101.0,1121.8,Yang et al. (2019b),Liquid,0.7002,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,41,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,298.15,101.0,1134.4,Yang et al. (2019b),Liquid,0.8001,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,42,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,298.15,101.0,1145.0,Yang et al. (2019b),Liquid,0.8985,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,43,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,298.15,101.0,1153.7,Yang et al. (2019b),Liquid,1.0,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,44,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,303.15,101.0,777.0,Yang et al. (2019b),Liquid,0.0,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,45,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,303.15,101.0,891.2,Yang et al. (2019b),Liquid,0.1001,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,46,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,303.15,101.0,965.3,Yang et al. (2019b),Liquid,0.2,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,47,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,303.15,101.0,1016.4,Yang et al. (2019b),Liquid,0.2999,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,48,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,303.15,101.0,1053.2,Yang et al. (2019b),Liquid,0.4,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,49,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
WYElD,303.15,101.0,1081.5,Yang et al. (2019b),Liquid,0.5001,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),,,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),ABIhVd,CC(C)O,propan-2-ol,AALcwx,,,3,,,,50,False,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,No changes
